period,date,r1,r2,r3,r4,r5,b1,b2,sales,prize_pool,first_prize_count,first_prize_amount,second_prize_count,second_prize_amount
23019,2023-02-22,05,08,09,11,15,06,08,298433689,706197256,10,5948278,131,73156
23018,2023-02-20,04,08,17,26,30,03,11,297501654,732297153,3,8442888,152,87105
23017,2023-02-18,02,05,09,22,27,10,11,325814136,709369027,30,5817626,101,143902
23016,2023-02-15,02,04,12,31,32,07,11,294344609,929208065,11,6710087,85,134111
23015,2023-02-13,08,16,24,25,34,08,12,286304176,1006012729,6,8742063,70,194129
23014,2023-02-11,03,08,18,22,24,01,09,308698349,1037380726,5,10000000,156,85206
23013,2023-02-08,01,02,09,23,25,02,06,290272193,1040036601,5,10000000,89,163041
23012,2023-02-06,07,16,17,18,28,02,03,274786290,1048716293,17,6215753,136,77035
23011,2023-02-04,02,07,08,17,25,01,03,297936990,1156695738,4,10000000,155,79540
23010,2023-02-01,05,06,13,23,26,01,06,272385898,1144740863,7,8119275,377,20484
23009,2023-01-30,01,05,11,15,33,01,10,288306205,1167513305,3,10000000,89,167200
23008,2023-01-18,04,09,17,22,25,01,05,322639161,1153640352,11,6668897,243,37136
23007,2023-01-16,02,03,24,30,32,01,06,270298202,1214621616,2,10000000,48,338929
23006,2023-01-14,02,04,12,27,35,06,07,286730809,1166367354,2,10000000,123,93427
23005,2023-01-11,01,03,10,20,29,06,11,271728892,1150759496,5,10000000,113,83679
23004,2023-01-09,04,13,15,20,22,04,08,258433073,1157028435,3,10000000,106,100245
23003,2023-01-07,05,06,14,21,22,02,09,281549083,1140824557,6,10000000,96,131395
23002,2023-01-04,11,14,21,26,27,02,07,255061637,1153840957,3,10000000,48,282518
23001,2023-01-02,18,19,24,27,34,11,12,244595607,1124542797,0,0,64,191196
22150,2022-12-31,06,07,26,29,30,03,12,267131944,1071397015,4,10000000,117,105068
22149,2022-12-28,15,19,22,26,28,02,07,227015437,1073084049,7,8559676,46,220095
22148,2022-12-26,04,05,06,26,27,07,12,222561477,1098940648,6,8092788,138,55924
22147,2022-12-24,04,12,22,28,30,09,11,242212561,1126392172,2,10000000,95,119521
22146,2022-12-21,01,21,23,28,35,07,09,226981538,1091896945,1,10000000,29,425529
22145,2022-12-19,10,20,29,30,35,06,09,235282028,1054075162,5,8228015,141,54684
22144,2022-12-17,03,04,08,15,21,04,07,254622809,1077698266,5,9732901,111,87397
22143,2022-12-14,10,13,14,27,33,07,08,250946991,1091325801,3,10000000,121,87291
22142,2022-12-12,07,12,14,29,35,01,11,261964327,1078507658,2,10000000,83,149783
22141,2022-12-10,05,06,14,24,25,02,04,280927317,1047136066,0,0,114,116962
22140,2022-12-07,05,15,25,26,29,04,12,263913540,984601777,7,8414552,111,119164
22139,2022-12-05,01,13,14,22,35,02,05,249420144,1016097851,2,10000000,85,161085
22138,2022-12-03,05,13,16,27,33,07,12,263569680,983440468,14,7323910,76,164786
22137,2022-11-30,05,06,08,15,20,07,08,236652115,1041138782,8,6803296,135,50059
22136,2022-11-28,01,11,15,17,33,03,11,243043220,1089020630,4,10000000,47,248618
22135,2022-11-26,09,10,27,31,32,01,03,276637790,1072783224,5,10000000,47,310719
22134,2022-11-23,03,16,23,27,32,03,06,260504803,1082667691,10,7180775,131,67295
22133,2022-11-21,01,02,14,30,31,06,09,268194352,1126501374,2,10000000,74,189237
22132,2022-11-19,02,27,30,34,35,09,12,303478141,1087727608,1,10000000,78,210404
22131,2022-11-16,02,06,08,10,17,05,06,280955531,1023428077,13,7230419,130,68297
22130,2022-11-14,05,07,15,18,23,05,10,276026401,1072190623,1,10000000,116,96255
22129,2022-11-12,10,17,23,34,35,01,04,296103979,1037498580,1,10000000,73,234563
22128,2022-11-09,10,19,21,23,35,04,10,287676329,971487159,0,0,59,267208
22127,2022-11-07,02,03,08,09,20,04,10,281679123,898918318,1,10000000,111,104450
22126,2022-11-05,04,05,08,22,35,01,03,302545991,858035622,4,10000000,108,124630
22125,2022-11-02,03,07,14,16,19,01,11,281402027,847578280,3,10000000,59,185273
22124,2022-10-31,02,04,11,25,30,06,12,280957519,829363342,4,10000000,81,184091
22123,2022-10-29,02,20,28,29,30,07,10,305820352,807264781,6,8863199,84,146975
22122,2022-10-26,04,15,17,19,25,06,12,274529792,833361576,3,10000000,78,152034
22121,2022-10-24,04,15,16,20,21,04,05,273260256,808811731,4,8403281,157,75311
22120,2022-10-22,11,22,26,30,33,03,05,297092815,785438059,20,6147599,128,104891
22119,2022-10-19,01,09,16,25,29,04,09,265928079,935330701,9,6378248,187,27731
22118,2022-10-17,02,05,15,17,26,02,08,266205201,980149419,2,10000000,79,168497
22117,2022-10-15,09,12,15,21,32,02,07,288760077,943874218,2,10000000,100,133836
22116,2022-10-12,01,07,20,22,31,07,12,268635897,903895960,2,10000000,93,133489
22115,2022-10-10,17,19,20,23,27,03,08,264625441,876900512,1,10000000,73,129865
22114,2022-10-08,11,21,24,27,28,05,10,279880005,850606831,3,10000000,146,79680
22113,2022-10-05,13,15,22,31,33,05,12,276092506,816761134,3,10000000,61,229523
22112,2022-09-28,04,11,18,20,26,06,12,277451326,782148236,6,7374292,92,133251
22111,2022-09-26,06,12,16,19,31,06,10,275608888,770835538,3,10000000,81,165393
22110,2022-09-24,02,13,16,18,23,03,06,293502614,741140375,5,7700255,106,102849
22109,2022-09-21,05,09,24,29,35,05,12,274478389,726986669,13,5529833,108,89188
22108,2022-09-19,04,07,13,26,28,07,11,270398530,796949041,2,9817382,114,97359
22107,2022-09-17,07,09,19,28,29,08,10,289183885,771831893,11,7084969,326,22384
22106,2022-09-14,16,17,21,28,32,04,07,263686397,817054416,4,8148482,71,189339
22105,2022-09-12,01,08,09,21,22,01,04,261227681,797227537,6,9548733,132,87218
22104,2022-09-10,03,05,13,19,25,02,05,278107743,815868126,5,10000000,152,66422
22103,2022-09-07,08,12,16,21,32,01,12,257860867,828275399,2,10000000,87,150792
22102,2022-09-05,01,05,14,20,30,02,04,254102938,802491817,5,7098382,111,98795
22101,2022-09-03,02,04,06,07,08,03,06,285323196,795328775,5,7881688,242,51126
22100,2022-08-31,10,19,20,23,31,03,07,263081270,778544296,12,6928361,225,34966
22099,2022-08-29,07,18,25,27,33,04,05,262403522,828721804,2,10000000,92,117690
22098,2022-08-27,01,03,06,11,13,03,11,290597334,808652607,7,10000000,91,159365
22097,2022-08-24,05,13,22,28,29,05,11,265903896,812318845,5,10000000,133,75131
22096,2022-08-22,16,19,24,27,33,01,06,265333149,818056288,1,10000000,82,156359
22095,2022-08-20,05,08,22,25,35,02,07,285755605,779067574,4,7575561,86,138200
22094,2022-08-17,03,04,07,12,19,02,05,263091435,765240459,11,6755759,116,93869
22093,2022-08-15,07,11,14,21,29,07,10,263859632,835132342,15,6181280,114,71002
22092,2022-08-13,01,04,12,23,29,05,12,284162500,924505092,3,10000000,98,142234
22091,2022-08-10,02,11,20,22,34,04,12,264872501,892175409,8,9889786,54,245249
22090,2022-08-08,01,20,24,25,31,09,12,267762065,912078543,3,10000000,100,134459
22089,2022-08-06,01,20,21,31,33,03,11,283719023,884490880,0,0,102,134608
22088,2022-08-03,01,08,10,20,35,06,11,265773772,812522097,6,8871797,56,236609
22087,2022-08-01,04,06,10,24,28,06,12,274453796,840840031,2,10000000,64,208288
22086,2022-07-30,04,10,21,28,31,08,11,297073867,794672440,4,7547381,101,128648
22085,2022-07-27,11,16,31,33,35,06,08,272086013,779393038,1,10000000,67,217641
22084,2022-07-25,03,11,19,25,27,04,12,273954096,725347023,3,10000000,89,139730
22083,2022-07-23,02,09,17,26,32,04,06,294221785,694213667,5,7308055,331,36570
22082,2022-07-20,04,26,27,30,33,02,09,273662938,683037489,3,9128455,58,212523
22081,2022-07-18,05,10,19,31,32,09,10,275005199,656541909,35,5870791,118,108410
22080,2022-07-16,10,17,30,31,34,03,06,297387957,854183132,2,10000000,57,285340
22079,2022-07-13,07,10,19,26,32,08,12,274537529,814806479,9,7686108,153,69522
22078,2022-07-11,02,03,18,20,27,01,02,277517440,857454985,2,10000000,65,185043
22077,2022-07-09,05,10,11,16,19,01,10,303064936,822341601,7,8488725,96,127089
